Span-GenomeRelease	Span-Chromosome	Span-BeginBp	Span-EndBp	Span-Strand	Span-Score	Span-Name	GeneI	AbsDistanceBp	DistanceBp	Overlaps	Gene-GenomeRelease	Gene-Chromosome	Gene-BeginBp	Gene-EndBp	Gene-Strand	Gene-Score	Gene-Name	Span-Pvalue	Span-FDR	Span-ContentTag
mm9	chr19	21858300	21858542		0	chr19-21858300	1	5590	5590	yes	mm9	chr19	21852831	21932817	+	1	NM_031997:Tmem2			
mm9	chr19	21858300	21858542		0	chr19-21858300	2	5590	5590	yes	mm9	chr19	21852831	21932817	+	1	NM_001033759:Tmem2			
mm9	chr19	23209433	23209636		0	chr19-23209433	1	6181	-6181	no	mm9	chr19	23215715	23241401	+	1	NM_010638:Klf9			
mm9	chr19	23599049	23599255		0	chr19-23599049	1	76340	-76340	no	mm9	chr19	23377098	23522812	-	1	NM_174857:Mamdc2			
mm9	chr19	23931055	23931303		0	chr19-23931055	1	97814	97814	yes	mm9	chr19	23833365	24024087	+	1	NM_177034:Apba1			
mm9	chr19	24146702	24146930		0	chr19-24146702	1	41307	-41307	no	mm9	chr19	24047239	24105509	-	1	NM_001114174:Fam189a2			
mm9	chr19	24249875	24250122		0	chr19-24249875	1	1368	-1368	no	mm9	chr19	24168991	24248630	-	1	NM_001198985:Tjp2			
mm9	chr19	24249875	24250122		0	chr19-24249875	2	49518	49518	yes	mm9	chr19	24168991	24299516	-	1	NM_011597:Tjp2			
mm9	chr19	24299523	24299679		0	chr19-24299523	1	85	-85	no	mm9	chr19	24168991	24299516	-	1	NM_011597:Tjp2			
mm9	chr19	24320121	24320282		0	chr19-24320121	1	20685	-20685	no	mm9	chr19	24168991	24299516	-	1	NM_011597:Tjp2			
mm9	chr19	24392301	24392552		0	chr19-24392301	1	37350	-37350	no	mm9	chr19	24335942	24355076	-	1	NM_008044:Fxn			
mm9	chr19	24392301	24392552		0	chr19-24392301	2	237891	237891	yes	mm9	chr19	24369285	24630317	-	1	NM_008846:Pip5k1b			
mm9	chr19	24417479	24417672		0	chr19-24417479	1	62499	-62499	no	mm9	chr19	24335942	24355076	-	1	NM_008044:Fxn			
mm9	chr19	24417479	24417672		0	chr19-24417479	2	212742	212742	yes	mm9	chr19	24369285	24630317	-	1	NM_008846:Pip5k1b			
mm9	chr19	24589141	24589420		0	chr19-24589141	1	37316	-37316	no	mm9	chr19	24550268	24551964	-	1	NM_026520:Fam122a			
mm9	chr19	24589141	24589420		0	chr19-24589141	2	41037	41037	yes	mm9	chr19	24369285	24630317	-	1	NM_008846:Pip5k1b			
mm9	chr19	24603014	24603239		0	chr19-24603014	1	27191	27191	yes	mm9	chr19	24369285	24630317	-	1	NM_008846:Pip5k1b			
mm9	chr19	24627773	24627968		0	chr19-24627773	1	2447	2447	yes	mm9	chr19	24369285	24630317	-	1	NM_008846:Pip5k1b			
mm9	chr19	24647572	24647821		0	chr19-24647572	1	17379	-17379	no	mm9	chr19	24369285	24630317	-	1	NM_008846:Pip5k1b			
mm9	chr19	25055878	25056089		0	chr19-25055878	1	18035	-18035	no	mm9	chr19	25074018	25276922	+	1	NM_028785:Dock8			
mm9	chr19	25055878	25056089		0	chr19-25055878	2	19877	-19877	no	mm9	chr19	24994405	25036106	-	1	NM_146097:Cbwd1			
mm9	chr19	25055878	25056089		0	chr19-25055878	3	19877	-19877	no	mm9	chr19	24994405	25036106	-	1	NR_033744:Cbwd1			
mm9	chr19	25301715	25301869		0	chr19-25301715	1	9899	-9899	no	mm9	chr19	25311691	25508986	+	1	NM_181404:Kank1			
mm9	chr19	25340762	25340968		0	chr19-25340762	1	29174	29174	yes	mm9	chr19	25311691	25508986	+	1	NM_181404:Kank1			
mm9	chr19	25365625	25365784		0	chr19-25365625	1	54013	54013	yes	mm9	chr19	25311691	25508986	+	1	NM_181404:Kank1			
mm9	chr19	25853959	25854123		0	chr19-25853959														
mm9	chr19	27254970	27255225		0	chr19-27254970	1	36412	-36412	no	mm9	chr19	27291509	27328721	+	1	NM_013703:Vldlr			
mm9	chr19	27254970	27255225		0	chr19-27254970	2	36412	-36412	no	mm9	chr19	27291509	27328721	+	1	NM_001161420:Vldlr			
mm9	chr19	27391412	27391635		0	chr19-27391412	1	5585	-5585	no	mm9	chr19	27397108	27411669	+	1	NM_183179:Kcnv2			
mm9	chr19	28240656	28240871		0	chr19-28240656														
mm9	chr19	28280195	28280457		0	chr19-28280195														
mm9	chr19	28710812	28710967		0	chr19-28710812	1	41824	-41824	no	mm9	chr19	28752713	28794517	+	1	NR_045330:D930032P07Rik			
mm9	chr19	28710812	28710967		0	chr19-28710812	2	43678	43678	yes	mm9	chr19	28336937	28754567	-	1	NM_175459:Glis3			
mm9	chr19	29125229	29125392		0	chr19-29125229	1	2918	-2918	no	mm9	chr19	29095321	29122392	-	1	NM_021299:Ak3			
mm9	chr19	29125229	29125392		0	chr19-29125229	2	3338	3338	no	mm9	chr19	29121972	29123219	+	1	NR_028360:1700018L02Rik			
mm9	chr19	29366167	29366364		0	chr19-29366167	1	33543	33543	no	mm9	chr19	29395843	29399808	-	1	NM_013754:Insl6			
mm9	chr19	29366167	29366364		0	chr19-29366167	2	39948	39948	yes	mm9	chr19	29326317	29387570	+	1	NM_008413:Jak2			
mm9	chr19	29366167	29366364		0	chr19-29366167	3	39948	39948	yes	mm9	chr19	29326317	29387570	+	1	NM_001048177:Jak2			
mm9	chr19	29366167	29366364		0	chr19-29366167	4	42895	42895	no	mm9	chr19	29406244	29409160	-	1	NM_011272:Rln1			
mm9	chr19	29549853	29550105		0	chr19-29549853	1	46498	46498	no	mm9	chr19	29578152	29596477	-	1	NR_015567:A930007I19Rik			
mm9	chr19	29549853	29550105		0	chr19-29549853	2	46792	-46792	no	mm9	chr19	29596771	29680411	+	1	NM_001081319:C030046E11Rik			
mm9	chr19	29549853	29550105		0	chr19-29549853	3	64571	64571	no	mm9	chr19	29485408	29547417	+	1	NM_021396:Pdcd1lg2			
mm9	chr19	29819623	29819899		0	chr19-29819623	1	47331	47331	no	mm9	chr19	29772430	29782796	+	1	NM_029993:Mlana			
mm9	chr19	29819623	29819899		0	chr19-29819623	2	60738	60738	yes	mm9	chr19	29788891	29880499	-	1	NM_172836:9930021J03Rik			
mm9	chr19	29819623	29819899		0	chr19-29819623	3	67703	67703	no	mm9	chr19	29882597	29887464	-	1	NM_177721:Ranbp6			
mm9	chr19	30104885	30105073		0	chr19-30104885	1	23	-23	yes	mm9	chr19	30105002	30168214	+	1	NM_144873:Uhrf2			
mm9	chr19	30193509	30193696		0	chr19-30193509	1	56306	56306	yes	mm9	chr19	30172936	30249908	-	1	NM_138595:Gldc			
mm9	chr19	32178796	32178997		0	chr19-32178796	1	1266	-1266	no	mm9	chr19	32059140	32177630	-	1	NM_018830:Asah2			
mm9	chr19	32289691	32289897		0	chr19-32289691	1	4291	-4291	no	mm9	chr19	32197216	32285503	-	1	NM_001168526:Sgms1			
mm9	chr19	32289691	32289897		0	chr19-32289691	2	134012	134012	yes	mm9	chr19	32197216	32423806	-	1	NM_001168525:Sgms1			
mm9	chr19	32289691	32289897		0	chr19-32289691	3	173150	173150	yes	mm9	chr19	32197216	32462944	-	1	NM_144792:Sgms1			
mm9	chr19	32397722	32397938		0	chr19-32397722	1	25976	25976	yes	mm9	chr19	32197216	32423806	-	1	NM_001168525:Sgms1			
mm9	chr19	32397722	32397938		0	chr19-32397722	2	65114	65114	yes	mm9	chr19	32197216	32462944	-	1	NM_144792:Sgms1			
mm9	chr19	32501785	32501990		0	chr19-32501785	1	38182	38182	no	mm9	chr19	32463705	32465674	+	1	NR_033198:2700046G09Rik			
mm9	chr19	32501785	32501990		0	chr19-32501785	2	38943	-38943	no	mm9	chr19	32197216	32462944	-	1	NM_144792:Sgms1			
mm9	chr19	32647831	32648021		0	chr19-32647831	1	22278	-22278	no	mm9	chr19	32670204	32741677	+	1	NM_001201470:Papss2			
mm9	chr19	32807479	32807653		0	chr19-32807479	1	20778	-20778	no	mm9	chr19	32747052	32786788	-	1	NM_026487:Atad1			
mm9	chr19	32807479	32807653		0	chr19-32807479	2	24500	-24500	no	mm9	chr19	32832066	32900650	+	1	NM_008960:Pten			
mm9	chr19	32883226	32883410		0	chr19-32883226	1	51252	51252	yes	mm9	chr19	32832066	32900650	+	1	NM_008960:Pten			
mm9	chr19	34673796	34674029		0	chr19-34673796	1	5	5	yes	mm9	chr19	34667377	34673917	-	1	NM_001110517:Gm14446			
mm9	chr19	34673796	34674029		0	chr19-34673796	2	2546	2546	yes	mm9	chr19	34667377	34676458	-	1	NM_001101605:Gm14446			
mm9	chr19	34770992	34771205		0	chr19-34770992	1	50503	50503	yes	mm9	chr19	34742895	34821601	-	1	NM_172838:Slc16a12			
mm9	chr19	34770992	34771205		0	chr19-34770992	2	55720	55720	no	mm9	chr19	34715378	34724499	+	1	NM_008331:Ifit1			
mm9	chr19	34770992	34771205		0	chr19-34770992	3	55865	-55865	no	mm9	chr19	34691540	34715233	-	1	NM_053217:2010002M12Rik			
mm9	chr19	34786614	34786818		0	chr19-34786614	1	34885	34885	yes	mm9	chr19	34742895	34821601	-	1	NM_172838:Slc16a12			
mm9	chr19	36680777	36680977		0	chr19-36680777	1	51749	51749	yes	mm9	chr19	36629128	36695625	+	1	NM_001163471:Hectd2			
mm9	chr19	36680777	36680977		0	chr19-36680777	2	51749	51749	yes	mm9	chr19	36629128	36695625	+	1	NM_172637:Hectd2			
mm9	chr19	36779362	36779518		0	chr19-36779362	1	15471	-15471	no	mm9	chr19	36693907	36763969	-	1	NR_033510:1500017E21Rik			
mm9	chr19	37249756	37249970		0	chr19-37249756	1	1531	1531	yes	mm9	chr19	37248332	37271031	+	1	NR_045329:A330032B11Rik			
mm9	chr19	37249756	37249970		0	chr19-37249756	2	31920	31920	yes	mm9	chr19	37095780	37281783	-	1	NM_198300:Cpeb3			
mm9	chr19	37402643	37402843		0	chr19-37402643	1	2360	2360	yes	mm9	chr19	37343230	37405103	-	1	NM_031156:Ide			
mm9	chr19	38128118	38128312		0	chr19-38128118	1	1299	-1299	no	mm9	chr19	38129514	38148915	+	1	NM_028293:Cep55			
mm9	chr19	38128118	38128312		0	chr19-38128118	2	1316	-1316	no	mm9	chr19	38129531	38148915	+	1	NM_028760:Cep55			
mm9	chr19	38128118	38128312		0	chr19-38128118	3	1316	-1316	no	mm9	chr19	38129531	38148915	+	1	NM_001164362:Cep55			
mm9	chr19	38157518	38157746		0	chr19-38157518	1	13936	-13936	no	mm9	chr19	38171568	38188753	+	1	NM_181748:O3far1			
mm9	chr19	38182832	38182998		0	chr19-38182832	1	11347	11347	yes	mm9	chr19	38171568	38188753	+	1	NM_181748:O3far1			
mm9	chr19	38182832	38182998		0	chr19-38182832	2	16386	16386	no	mm9	chr19	38191109	38199301	-	1	NM_011255:Rbp4			
mm9	chr19	38182832	38182998		0	chr19-38182832	3	16896	16896	no	mm9	chr19	38191109	38199811	-	1	NM_001159487:Rbp4			
mm9	chr19	38320187	38320404		0	chr19-38320187	1	18976	-18976	no	mm9	chr19	38339271	38383429	+	1	NM_020278:Lgi1			
mm9	chr19	38320187	38320404		0	chr19-38320187	2	21673	-21673	no	mm9	chr19	38262968	38298622	-	1	NM_001081075:5730455O13Rik			
mm9	chr19	38349567	38349787		0	chr19-38349567	1	10406	10406	yes	mm9	chr19	38339271	38383429	+	1	NM_020278:Lgi1			
mm9	chr19	38386565	38386741		0	chr19-38386565	1	47382	47382	no	mm9	chr19	38339271	38383429	+	1	NM_020278:Lgi1			
mm9	chr19	38493615	38493809		0	chr19-38493615	1	23243	23243	no	mm9	chr19	38470469	38480097	+	1	NM_175507:Tmem20			
mm9	chr19	38546631	38546802		0	chr19-38546631	1	51970	-51970	no	mm9	chr19	38598686	38859590	+	1	NM_019588:Plce1			
mm9	chr19	38546631	38546802		0	chr19-38546631	2	76247	76247	no	mm9	chr19	38470469	38480097	+	1	NM_175507:Tmem20			
mm9	chr19	40343062	40343233		0	chr19-40343062	1	2959	2959	yes	mm9	chr19	40296728	40346106	-	1	NM_016861:Pdlim1			
mm9	chr19	41068055	41068236		0	chr19-41068055	1	880	880	yes	mm9	chr19	41003416	41069025	-	1	NM_008528:Blnk			
mm9	chr19	41068713	41068904		0	chr19-41068713	1	217	217	yes	mm9	chr19	41003416	41069025	-	1	NM_008528:Blnk			
mm9	chr19	41350149	41350399		0	chr19-41350149	1	11780	-11780	no	mm9	chr19	41285331	41338494	-	1	NM_133352:Tm9sf3			
mm9	chr19	41350149	41350399		0	chr19-41350149	2	109286	109286	yes	mm9	chr19	41348707	41459560	-	1	NM_031376:Pik3ap1			
mm9	chr19	41364024	41364176		0	chr19-41364024	1	25606	-25606	no	mm9	chr19	41285331	41338494	-	1	NM_133352:Tm9sf3			
mm9	chr19	41364024	41364176		0	chr19-41364024	2	95460	95460	yes	mm9	chr19	41348707	41459560	-	1	NM_031376:Pik3ap1			
mm9	chr19	41570004	41570282		0	chr19-41570004	1	53985	-53985	no	mm9	chr19	41624128	41634271	+	1	NM_172154:Lcor			
mm9	chr19	41925324	41925500		0	chr19-41925324	1	2790	-2790	no	mm9	chr19	41920464	41922622	-	1	NM_177603:Frat2			
mm9	chr19	41931661	41931871		0	chr19-41931661	1	9144	-9144	no	mm9	chr19	41920464	41922622	-	1	NM_177603:Frat2			
mm9	chr19	41932062	41932278		0	chr19-41932062	1	9548	-9548	no	mm9	chr19	41920464	41922622	-	1	NM_177603:Frat2			
mm9	chr19	41970625	41970837		0	chr19-41970625	1	88	-88	yes	mm9	chr19	41937340	41970643	-	1	NM_199447:Rrp12			
mm9	chr19	42164683	42164939		0	chr19-42164683	1	113	-113	yes	mm9	chr19	42164924	42196708	+	1	NM_145501:Pi4k2a			
mm9	chr19	42757156	42757343		0	chr19-42757156	1	69953	-69953	no	mm9	chr19	42666768	42687296	-	1	NM_001164311:Loxl4			
mm9	chr19	42757156	42757343		0	chr19-42757156	2	69953	-69953	no	mm9	chr19	42666768	42687296	-	1	NM_053083:Loxl4			
mm9	chr19	42757156	42757343		0	chr19-42757156	3	70016	70016	no	mm9	chr19	42800347	42827265	-	1	NM_029011:Pyroxd2			
mm9	chr19	42757156	42757343		0	chr19-42757156	4	97217	97217	no	mm9	chr19	42829685	42854466	-	1	NM_019424:Hps1			
mm9	chr19	43886000	43886184		0	chr19-43886000	1	27200	-27200	no	mm9	chr19	43913292	43915335	+	1	NR_033472:Gm10768			
mm9	chr19	43886000	43886184		0	chr19-43886000	2	29295	29295	yes	mm9	chr19	43856797	43912708	+	1	NM_013806:Abcc2			
mm9	chr19	43950742	43950938		0	chr19-43950742	1	36042	36042	yes	mm9	chr19	43922456	43986882	-	1	NM_028029:Dnmbp			
mm9	chr19	43950742	43950938		0	chr19-43950742	2	37548	37548	no	mm9	chr19	43913292	43915335	+	1	NR_033472:Gm10768			
mm9	chr19	43978925	43979123		0	chr19-43978925	1	7858	7858	yes	mm9	chr19	43922456	43986882	-	1	NM_028029:Dnmbp			
mm9	chr19	44141859	44142084		0	chr19-44141859	1	2205	2205	yes	mm9	chr19	44109432	44144176	-	1	NM_145502:Erlin1			
mm9	chr19	44141859	44142084		0	chr19-44141859	2	2294	2294	yes	mm9	chr19	44109432	44144265	-	1	NM_001164359:Erlin1			
mm9	chr19	44141859	44142084		0	chr19-44141859	3	2304	2304	yes	mm9	chr19	44109432	44144275	-	1	NM_001164360:Erlin1			
mm9	chr19	44962237	44962438		0	chr19-44962237	1	43271	-43271	no	mm9	chr19	45005608	45058277	+	1	NM_001081225:Fam178a			
mm9	chr19	44962237	44962438		0	chr19-44962237	2	51909	-51909	no	mm9	chr19	44902982	44910428	-	1	NR_045315:1700039E22Rik			
mm9	chr19	45009583	45009767		0	chr19-45009583	1	4067	4067	yes	mm9	chr19	45005608	45058277	+	1	NM_001081225:Fam178a			
mm9	chr19	45057094	45057279		0	chr19-45057094	1	1854	1854	yes	mm9	chr19	45046606	45059040	-	1	NR_040294:4930414N06Rik			
mm9	chr19	45057094	45057279		0	chr19-45057094	2	51578	51578	yes	mm9	chr19	45005608	45058277	+	1	NM_001081225:Fam178a			
mm9	chr19	45117283	45117558		0	chr19-45117283	1	2842	2842	yes	mm9	chr19	45101396	45120262	-	1	NM_001195265:Pdzd7			
mm9	chr19	45440647	45440885		0	chr19-45440647	1	2543	2543	yes	mm9	chr19	45438223	45607833	+	1	NM_009771:Btrc			
mm9	chr19	45440647	45440885		0	chr19-45440647	2	2543	2543	yes	mm9	chr19	45438223	45607833	+	1	NM_001037758:Btrc			
mm9	chr19	46371553	46371748		0	chr19-46371553	1	7576	-7576	no	mm9	chr19	46379226	46386580	+	1	NM_001177369:Nfkb2			
mm9	chr19	46371553	46371748		0	chr19-46371553	2	8534	-8534	no	mm9	chr19	46380184	46386580	+	1	NM_019408:Nfkb2			
mm9	chr19	46371553	46371748		0	chr19-46371553	3	8769	-8769	no	mm9	chr19	46380419	46386580	+	1	NM_001177370:Nfkb2			
mm9	chr19	46520307	46520487		0	chr19-46520307	1	48990	48990	yes	mm9	chr19	46471407	46561150	+	1	NM_015752:Sufu			
mm9	chr19	46520307	46520487		0	chr19-46520307	2	48990	48990	yes	mm9	chr19	46471407	46561150	+	1	NM_001025391:Sufu			
mm9	chr19	46520307	46520487		0	chr19-46520307	3	50172	-50172	no	mm9	chr19	46451303	46470225	-	1	NM_016860:Actr1a			
mm9	chr19	46520307	46520487		0	chr19-46520307	4	55740	-55740	no	mm9	chr19	46576137	46590945	+	1	NM_053100:Trim8			
mm9	chr19	46781664	46781872		0	chr19-46781664	1	164	-164	no	mm9	chr19	46781932	46815585	+	1	NM_020577:As3mt			
mm9	chr19	47477527	47477762		0	chr19-47477527	1	61257	61257	yes	mm9	chr19	47334663	47538901	-	1	NM_001164717:Sh3pxd2a			
mm9	chr19	47477527	47477762		0	chr19-47477527	2	61257	61257	yes	mm9	chr19	47334663	47538901	-	1	NM_008018:Sh3pxd2a			
mm9	chr19	47478531	47478729		0	chr19-47478531	1	60271	60271	yes	mm9	chr19	47334663	47538901	-	1	NM_001164717:Sh3pxd2a			
mm9	chr19	47478531	47478729		0	chr19-47478531	2	60271	60271	yes	mm9	chr19	47334663	47538901	-	1	NM_008018:Sh3pxd2a			
mm9	chr19	47653453	47653664		0	chr19-47653453	1	950	-950	no	mm9	chr19	47654508	47719736	+	1	NM_009289:Slk			
mm9	chr19	47653453	47653664		0	chr19-47653453	2	950	-950	no	mm9	chr19	47654508	47719736	+	1	NM_001164639:Slk			
mm9	chr19	53114895	53115117		0	chr19-53114895	1	1974	-1974	no	mm9	chr19	53065672	53113032	-	1	NM_133216:Xpnpep1			
mm9	chr19	53155089	53155294		0	chr19-53155089	1	4450	4450	yes	mm9	chr19	53150741	53158882	+	1	NR_045320:1700054A03Rik			
mm9	chr19	53159312	53159512		0	chr19-53159312	1	8671	8671	no	mm9	chr19	53150741	53158882	+	1	NR_045320:1700054A03Rik			
mm9	chr19	53175970	53176145		0	chr19-53175970	1	25316	25316	no	mm9	chr19	53150741	53158882	+	1	NR_045320:1700054A03Rik			
mm9	chr19	53203049	53203241		0	chr19-53203049	1	11789	-11789	no	mm9	chr19	53214934	53321889	+	1	NM_001164099:Add3			
mm9	chr19	53203049	53203241		0	chr19-53203049	2	11789	-11789	no	mm9	chr19	53214934	53321889	+	1	NM_001164101:Add3			
mm9	chr19	53203049	53203241		0	chr19-53203049	3	14100	-14100	no	mm9	chr19	53217245	53321889	+	1	NM_001164100:Add3			
mm9	chr19	53203049	53203241		0	chr19-53203049	4	15341	-15341	no	mm9	chr19	53218486	53321889	+	1	NM_013758:Add3			
mm9	chr19	53969394	53969565		0	chr19-53969394	1	2759	2759	yes	mm9	chr19	53966720	54004351	+	1	NM_011050:Pdcd4			
mm9	chr19	54145274	54145469		0	chr19-54145274	1	25700	25700	no	mm9	chr19	54119671	54123472	+	1	NM_007417:Adra2a			
mm9	chr19	54274492	54274649		0	chr19-54274492														
mm9	chr19	54276701	54276959		0	chr19-54276701														
mm9	chr19	55306803	55307061		0	chr19-55306803	1	8794	8794	yes	mm9	chr19	55272587	55315726	-	1	NM_001081076:Gucy2g			
mm9	chr19	55342922	55343090		0	chr19-55342922	1	15148	15148	yes	mm9	chr19	55327858	55371118	+	1	NM_027976:Acsl5			
mm9	chr19	55667847	55668065		0	chr19-55667847	1	277116	277116	yes	mm9	chr19	55390840	55701051	+	1	NM_016862:Vti1a			
mm9	chr19	55670533	55670781		0	chr19-55670533	1	279817	279817	yes	mm9	chr19	55390840	55701051	+	1	NM_016862:Vti1a			
mm9	chr19	55699960	55700176		0	chr19-55699960	1	76626	76626	no	mm9	chr19	55715078	55776694	-	1	NR_045318:4930552P12Rik			
mm9	chr19	55699960	55700176		0	chr19-55699960	2	309228	309228	yes	mm9	chr19	55390840	55701051	+	1	NM_016862:Vti1a			
mm9	chr19	55763985	55764189		0	chr19-55763985	1	12607	12607	yes	mm9	chr19	55715078	55776694	-	1	NR_045318:4930552P12Rik			
mm9	chr19	55816181	55816419		0	chr19-55816181	1	1	1	yes	mm9	chr19	55816299	56008145	+	1	NM_001142918:Tcf7l2			
mm9	chr19	55816181	55816419		0	chr19-55816181	2	1	1	yes	mm9	chr19	55816299	56008145	+	1	NM_001142921:Tcf7l2			
mm9	chr19	55816181	55816419		0	chr19-55816181	3	1	1	yes	mm9	chr19	55816299	56008145	+	1	NM_001142920:Tcf7l2			
mm9	chr19	55816181	55816419		0	chr19-55816181	4	1	1	yes	mm9	chr19	55816299	56008145	+	1	NM_001142923:Tcf7l2			
mm9	chr19	55816181	55816419		0	chr19-55816181	5	1	1	yes	mm9	chr19	55816299	56008145	+	1	NM_001142922:Tcf7l2			
mm9	chr19	55816181	55816419		0	chr19-55816181	6	1	1	yes	mm9	chr19	55816299	56008145	+	1	NM_009333:Tcf7l2			
mm9	chr19	55816181	55816419		0	chr19-55816181	7	1	1	yes	mm9	chr19	55816299	56008145	+	1	NM_001142919:Tcf7l2			
mm9	chr19	55940245	55940442		0	chr19-55940245	1	29467	-29467	no	mm9	chr19	55969810	56008145	+	1	NM_001142924:Tcf7l2			
mm9	chr19	55940245	55940442		0	chr19-55940245	2	124044	124044	yes	mm9	chr19	55816299	56008145	+	1	NM_001142918:Tcf7l2			
mm9	chr19	55940245	55940442		0	chr19-55940245	3	124044	124044	yes	mm9	chr19	55816299	56008145	+	1	NM_001142921:Tcf7l2			
mm9	chr19	55940245	55940442		0	chr19-55940245	4	124044	124044	yes	mm9	chr19	55816299	56008145	+	1	NM_001142920:Tcf7l2			
mm9	chr19	55940245	55940442		0	chr19-55940245	5	124044	124044	yes	mm9	chr19	55816299	56008145	+	1	NM_001142923:Tcf7l2			
mm9	chr19	55940245	55940442		0	chr19-55940245	6	124044	124044	yes	mm9	chr19	55816299	56008145	+	1	NM_001142922:Tcf7l2			
mm9	chr19	55940245	55940442		0	chr19-55940245	7	124044	124044	yes	mm9	chr19	55816299	56008145	+	1	NM_009333:Tcf7l2			
mm9	chr19	55940245	55940442		0	chr19-55940245	8	124044	124044	yes	mm9	chr19	55816299	56008145	+	1	NM_001142919:Tcf7l2			
mm9	chr19	55943174	55943394		0	chr19-55943174	1	26526	-26526	no	mm9	chr19	55969810	56008145	+	1	NM_001142924:Tcf7l2			
mm9	chr19	55943174	55943394		0	chr19-55943174	2	126985	126985	yes	mm9	chr19	55816299	56008145	+	1	NM_001142918:Tcf7l2			
mm9	chr19	55943174	55943394		0	chr19-55943174	3	126985	126985	yes	mm9	chr19	55816299	56008145	+	1	NM_001142921:Tcf7l2			
mm9	chr19	55943174	55943394		0	chr19-55943174	4	126985	126985	yes	mm9	chr19	55816299	56008145	+	1	NM_001142920:Tcf7l2			
mm9	chr19	55943174	55943394		0	chr19-55943174	5	126985	126985	yes	mm9	chr19	55816299	56008145	+	1	NM_001142923:Tcf7l2			
mm9	chr19	55943174	55943394		0	chr19-55943174	6	126985	126985	yes	mm9	chr19	55816299	56008145	+	1	NM_001142922:Tcf7l2			
mm9	chr19	55943174	55943394		0	chr19-55943174	7	126985	126985	yes	mm9	chr19	55816299	56008145	+	1	NM_009333:Tcf7l2			
mm9	chr19	55943174	55943394		0	chr19-55943174	8	126985	126985	yes	mm9	chr19	55816299	56008145	+	1	NM_001142919:Tcf7l2			
mm9	chr19	56546242	56546416		0	chr19-56546242	1	10203	10203	yes	mm9	chr19	56536126	56561219	+	1	NM_172641:9930023K05Rik			
mm9	chr19	56546242	56546416		0	chr19-56546242	2	10203	10203	yes	mm9	chr19	56536126	56561219	+	1	NM_001164263:9930023K05Rik			
mm9	chr19	57172757	57172949		0	chr19-57172757	1	20646	20646	yes	mm9	chr19	57107753	57193499	-	1	NM_001103178:Ablim1			
mm9	chr19	57172757	57172949		0	chr19-57172757	2	99129	99129	yes	mm9	chr19	57107753	57271982	-	1	NM_001103177:Ablim1			
mm9	chr19	57172757	57172949		0	chr19-57172757	3	117669	117669	yes	mm9	chr19	57107753	57290522	-	1	NM_178688:Ablim1			
mm9	chr19	57256845	57257002		0	chr19-57256845	1	15059	15059	yes	mm9	chr19	57107753	57271982	-	1	NM_001103177:Ablim1			
mm9	chr19	57256845	57257002		0	chr19-57256845	2	33599	33599	yes	mm9	chr19	57107753	57290522	-	1	NM_178688:Ablim1			
mm9	chr19	57612472	57612645		0	chr19-57612472	1	29003	29003	no	mm9	chr19	57583555	57587278	+	1	NR_040307:6720468P15Rik			
mm9	chr19	57612472	57612645		0	chr19-57612472	2	29505	29505	no	mm9	chr19	57583053	57587278	+	1	NR_040306:6720468P15Rik			
mm9	chr19	57633756	57633933		0	chr19-57633756	1	50289	50289	no	mm9	chr19	57583555	57587278	+	1	NR_040307:6720468P15Rik			
mm9	chr19	57633756	57633933		0	chr19-57633756	2	50791	50791	no	mm9	chr19	57583053	57587278	+	1	NR_040306:6720468P15Rik			
mm9	chr19	57633756	57633933		0	chr19-57633756	3	51679	-51679	no	mm9	chr19	57685523	58207830	+	1	NM_181415:Atrnl1			
mm9	chr19	61192045	61192248		0	chr19-61192045	1	60066	60066	no	mm9	chr19	61250588	61252212	-	1	NM_001177513:Gm7102			
mm9	chr2	3541312	3541535		0	chr2-3541312	1	89306	-89306	no	mm9	chr2	3630729	3699406	+	1	NM_025626:Fam107b			
mm9	chr2	3666277	3666468		0	chr2-3666277	1	35643	35643	yes	mm9	chr2	3630729	3699406	+	1	NM_025626:Fam107b			
mm9	chr2	3669671	3669886		0	chr2-3669671	1	39049	39049	yes	mm9	chr2	3630729	3699406	+	1	NM_025626:Fam107b			
mm9	chr2	4383645	4383803		0	chr2-4383645	1	61703	61703	yes	mm9	chr2	4322021	4535089	+	1	NM_001177843:Frmd4a			
mm9	chr2	4383645	4383803		0	chr2-4383645	2	309816	309816	yes	mm9	chr2	4073908	4535089	+	1	NM_172475:Frmd4a			
mm9	chr2	4843592	4843815		0	chr2-4843592	1	3662	3662	yes	mm9	chr2	4840041	4859789	+	1	NM_010726:Phyh			
mm9	chr2	4994922	4995080		0	chr2-4994922	1	10017	-10017	no	mm9	chr2	4941687	4984984	-	1	NM_181848:Optn			
mm9	chr2	5385504	5385703		0	chr2-5385504	1	250107	250107	yes	mm9	chr2	5214502	5635710	-	1	NM_177343:Camk1d			
mm9	chr2	5653288	5653474		0	chr2-5653288	1	17671	-17671	no	mm9	chr2	5214502	5635710	-	1	NM_177343:Camk1d			
